chr	pos	strand	ProbeID
chr1	2284501	-	cg09811127
chr11	2951659	-	cg19418924
chr1	154972398	+	cg09867230
chr9	27342183	-	cg13937312
chr3	125820497	+	cg24663845
chr14	57265560	+	cg18479593
chr22	20226815	+	cg02433266
chr2	134927417	+	cg10820587
chr5	3605954	-	cg03828874
chr11	115025599	-	cg04236252
chr5	149240529	+	cg08844313
chr11	1968830	-	cg20630277
chr19	12724912	+	cg08574423
chr10	93690452	-	cg03676569
chr2	113388910	-	cg02836864
chr12	120755559	-	cg18783212
chr16	4658987	-	cg05465032
chr8	145114994	-	cg01042334
chr11	10297145	-	cg11986577
chr12	133177546	+	cg23828686
chr11	124806508	-	cg17410660
chr22	40075186	-	cg05800641
chr6	30293951	-	cg00040423
chr17	36981547	-	cg18127887
chr11	46639039	+	cg09039689
chr3	149375807	+	cg17186727
chr2	170551124	+	cg03351618
chr1	47134199	+	cg26355472
chr17	47266493	+	cg18260218
chr5	134879961	-	cg18193764
chr1	155030096	+	cg13383912
chr8	31687351	+	cg22626985
chr13	25468516	+	cg14886379
chr4	114325990	+	cg15853028
chr9	131670359	-	cg13766489
chr17	63532898	+	cg08005093
chr17	12562530	+	cg14192979
chr6	32365553	+	cg19117063
chr16	29912460	+	cg20401945
chr2	171573839	+	cg00858840
chr3	184287196	+	cg17292583
chr3	74761514	+	cg19888888
chr17	45944464	+	cg09243648
chr11	58907379	+	cg19425114
chr19	13263065	-	cg03333546
chrX	49687792	-	cg02937293
chr4	3391423	-	cg08817983
chr8	99058672	-	cg07462670
chr1	110052464	+	cg12419308
chr19	3474599	-	cg02415125
chr10	96305470	-	cg14954466
chr17	26697052	+	cg04706338
chr15	41444182	+	cg07764386
chr20	57426570	-	cg06693667
chr19	35395973	+	cg26983177
chr14	21905501	-	cg04362369
chr6	32017098	+	cg21189019
chr1	46858748	-	cg15198148
chr2	44066206	-	cg26706238
chr9	98982897	+	cg21219525
chr5	126626719	+	cg26465611
chr4	155257112	+	cg17807806
chr6	32406521	+	cg15074838
chr2	121983739	+	cg23497791
chr3	183892060	-	cg08421983
chr4	3691908	-	cg08393424
chr19	46230553	+	cg12119068
chr8	65286333	-	cg00549772
chr6	30027916	-	cg17197870
chr13	112980416	+	cg01864230
chr6	47281183	-	cg02643778
chr2	69614464	+	cg03956367
chr2	105275920	+	cg08571918
chr1	1050737	-	cg14981312
chr22	19960832	+	cg08829877
chr7	156814491	+	cg00024086
chr14	24608199	-	cg20933586
chr2	227276901	+	ch.2.226985145F
chr12	121148158	-	cg19464320
chr3	117341137	+	cg15230397
chr12	8834114	-	cg01437161
chr11	134283252	-	cg22777979
chr15	75249807	+	cg16064478
chr10	14646258	-	cg02644610
chr14	103995143	-	cg05095290
chr12	132924516	-	cg18726518
chr8	143662932	+	cg23046711
chr6	168684757	-	cg08062387
chr20	21686251	-	cg22837767
chr6	19860052	+	ch.6.499655F
chr21	30392188	+	cg20220242
chr2	113188963	-	cg24977338
chrX	41301435	-	cg08796997
chr7	155283886	-	cg03143164
chr7	117228958	+	cg21212505
chr19	18722754	-	cg10192047
chr6	32014059	-	cg26537323
chr16	4846152	+	cg08855671
chr16	75654252	+	cg07861456
chr6	123317124	-	cg01141812
chr3	42623862	+	cg21463023
chr1	244893656	+	cg11053304
chr2	232260762	+	cg13952656
chr11	123477787	+	cg19614312
chr4	168004573	-	cg05773958
chr5	17490778	+	cg18583740
chr17	77675872	+	cg25882538
chr17	1629760	+	cg26768605
chr6	160697625	-	cg19643109
chr16	89923056	+	cg05900045
chr6	32944195	+	cg01961387
chr1	16199492	+	cg09023627
chr2	209119814	-	cg16863783
chr4	122078167	-	cg10061361
chr1	239699220	-	cg24479137
chr17	18548654	-	cg24779195
chr6	96462814	+	cg23997263
chr12	52404134	-	cg14242936
chr6	29911261	-	cg10018004
chr4	123632037	-	cg16553297
chr1	3178384	+	cg10100424
chr14	34305222	-	cg19520855
chr1	153599671	-	cg13946767
chr7	8481537	-	cg10443049
chr11	660455	-	cg03951394
chr15	93616588	+	cg20129994
chr2	175205852	+	cg10828660
chr11	107575901	+	cg22760287
chr12	54089240	+	cg02675414
chr16	2563461	+	cg08770761
chrX	47076559	+	cg01203948
chr16	10350874	-	cg02849103
chr7	25902057	-	cg26965089
chr3	45838226	+	cg08826127
chr11	110582732	-	cg10174931
chr3	49027243	+	cg15034779
chr6	31783466	+	cg10598353
chr13	25338146	+	cg14855529
chr16	30042407	+	cg16152813
chr6	31510903	-	cg11015678
chr1	27743080	+	cg04233521
chr1	27155559	+	cg06216065
chr1	33895505	-	cg00418068
chr7	56357732	-	cg26467999
chr10	43626431	-	cg27463491
chr1	43472312	-	cg05712748
chrX	151563983	-	cg11428427
chr19	33360626	+	cg24734575
chr14	73493830	-	cg07070694
chr10	89622165	+	cg10930218
chr5	178565721	+	cg21043746
chr2	85766401	+	cg22992167
chr19	49250080	-	cg18537730
chr6	88986728	-	cg25689459
chr10	131768098	-	cg27513573
chr11	71715003	-	cg03481620
chr5	145583122	+	cg06996205
chr4	90031859	+	cg25032848
chr1	54587428	-	cg03586803
chr10	86001560	+	cg17833578
chr2	242698811	+	cg02698622
chrX	114423111	-	cg00763907
chr6	146923818	+	cg23010765
chr7	120497998	-	cg13983870
chr3	12858887	+	cg23482898
chr18	30050872	-	cg12692042
chr1	14847711	+	cg13107839
chr16	69154282	+	cg08296969
chr1	2230601	+	cg15935121
chr18	55289380	+	cg01306161
chr16	88459516	-	cg05885410
chr16	78082701	-	cg04733911
chr4	77953569	+	cg14118160
chr1	34630844	-	cg21102477
chr7	151001517	+	cg27241639
chr1	242658279	+	ch.1.4829111R
chr14	105823382	-	cg13808183
chr2	55507730	-	cg07055302
chr7	141395853	-	cg03995434
chr15	45408861	+	cg20596162
chr2	181337276	-	cg09532840
chr1	55117812	+	cg17894362
chr17	1012967	+	cg15369512
chr5	126178665	-	cg27053538
chr17	79368669	-	cg03573861
chr6	32121841	-	cg05465342
chr17	18164442	+	cg10633746
chr6	42714906	-	cg25506256
chr1	234350988	+	cg13359765
chr17	43909151	+	cg00025823
chr16	85658855	+	cg26844077
chr19	33667550	-	cg18404009
chr12	66176707	+	cg07269374
chr4	184826421	+	cg23649435
chr9	94572995	-	cg14615893
chr17	45912037	-	cg26301489
chr9	132962957	-	cg13390441
chr5	14108721	-	cg17946713
chr11	9635889	+	cg20409466
chr5	74349993	-	cg12150022
chr11	130417168	-	cg02600331
chr19	13617518	+	cg27555529
chr6	168690051	+	cg15831664
chr12	104351300	+	cg09922117
chr5	15930438	+	cg16641358
chr3	124860616	+	cg12788878
chr6	30646926	+	cg25502618
chr1	37914852	+	cg17411994
chr19	7998995	-	cg17967227
chr9	140095555	+	cg06886022
chr6	29818079	-	cg03118604
chr4	7941792	+	cg26888530
chr7	117824189	-	cg05076971
chr6	168198708	-	cg20809649
chr2	128604857	-	cg18226957
chr16	4363832	+	cg00720747
chr17	79374181	-	cg07944798
chr20	57797377	-	cg09642670
chr1	56943330	+	cg24161615
chr21	43183039	-	cg08776014
chr7	44198725	-	cg17650622
chr15	22991192	-	cg26489415
chr7	2317059	-	cg25422992
chr6	170896628	+	cg20365719
chr6	33161276	+	cg09844474
chr1	153962020	+	cg24107338
chr2	176952696	-	cg18241829
chr4	20254140	+	cg10577006
chr4	16228633	+	cg04764131
chrX	137700841	+	cg17221316
chr1	32537942	-	cg09325164
chr2	242041740	+	cg13878775
chr2	166236760	+	cg15239914
chr2	95538444	-	cg00443111
chr11	3876562	-	cg01246405
chr2	27604063	+	cg11177693
chr12	50187610	-	cg00457650
chr6	169880381	+	cg16027847
chr3	38080642	-	cg23881725
chr14	54863582	+	cg18471460
chr7	22705333	+	cg02317534
chr16	87046552	-	cg07950220
chr1	161373646	-	cg06798661
chr8	144944736	-	cg17497536
chr9	99178663	+	cg03415649
chr11	113846922	-	cg05942508
chr1	156723647	+	cg08597205
chr15	89903704	+	cg17941015
chr6	170863443	-	cg17436327
chr7	150065182	+	cg17131435
chr2	219892361	+	cg19394737
chr13	44360259	-	cg10482596
chr15	52122389	+	cg27067648
chr6	26019358	-	cg08054907
chr17	4475311	-	cg27611624
chr5	140873765	-	cg02249657
chr15	31373178	+	cg13814747
chrX	153640475	+	cg12413138
chr5	151304357	+	cg00059225
chr6	168916145	+	cg01371493
chr18	11752215	-	cg10068300
chr5	86564490	-	cg15664067
chr16	58606277	+	ch.16.1297555R
chr9	85678251	-	cg10319505
chr5	138702273	+	cg14660032
chr7	133662267	-	cg03336402
chr7	25897590	+	cg05149343
chr1	242688523	-	cg22679728
chr3	149470375	+	cg18759346
chr17	41476307	+	cg21332495
chr17	38375441	-	cg21832096
chr9	126778017	+	cg18094907
chr21	47575498	+	cg09436823
chr11	47873225	-	cg26858581
chr7	69246130	-	cg09449543
chr5	5139878	+	cg04136610
chr20	25371719	-	cg17351116
chr3	42817798	+	cg00224465
chr17	46792918	+	cg26473451
chr17	41025548	-	cg21503904
chr22	44286613	-	cg01708387
chr6	32022929	-	cg05598103
chr21	42540409	+	cg25906419
chr2	86426669	+	cg18444323
chr19	11406173	-	cg00988256
chr11	64785494	-	cg12303232
chrX	135278646	-	cg25289658
chr12	8600287	+	cg08095359
chr1	27216933	-	cg13354046
chr3	38691364	+	cg12926589
chr1	177939546	+	cg02289040
chr6	43484785	-	cg01188822
chr19	58837043	-	cg21962426
chr15	90209326	+	cg20927724
chr1	155043322	-	cg00103785
chr1	149858356	+	cg12397297
chr17	29902249	-	cg26083576
chr11	126147781	+	cg18482593
chr15	83654886	+	cg05617927
chr8	131469585	-	cg16805884
chr14	69864717	-	cg23346107
chr17	2592953	-	cg25397111
chr2	68882627	+	cg20541187
chr12	9569744	-	cg08919224
chr4	88777309	-	cg25587350
chr6	30907401	-	cg03226054
chr22	20784958	-	cg09463917
chr17	73874699	+	cg10295360
chr13	28562841	+	cg10719522
chr14	103687728	-	cg21208270
chr2	84743584	-	cg00396163
chr6	166401618	+	cg09149149
chr8	145514924	+	cg16196713
chr3	63496618	+	cg12895674
chr8	119586905	+	cg04034290
chr3	48229618	+	cg05519377
chr11	2722401	-	cg16556677
chr1	39301897	-	cg04094548
chr19	8555526	-	cg07473454
chr2	171574592	-	cg21348357
chr1	183774114	+	cg04621654
chr5	61917363	-	cg14076360
chr6	41776562	-	cg25600774
chr1	150552017	-	cg17217603
chr8	59282898	-	cg04026763
chr1	151008971	+	cg15380890
chr2	171785529	-	cg17597787
chr11	86085757	+	cg18121003
chr1	94175352	+	cg13095190
chr19	9434309	-	cg18066451
chr17	70587467	+	cg07994435
chr1	38100811	+	cg12391690
chr7	169606	+	cg10129470
chr13	111522865	+	cg22131172
chr9	34638005	-	cg14460564
chr10	72311914	-	cg17239876
chr2	95539484	+	cg26169421
chr5	21615461	+	cg13923110
chr1	155973286	+	cg09134497
chr20	42838850	-	cg24442290
chrX	38079899	+	cg01573782
chr7	2740160	-	cg06951352
chr10	82214614	-	cg01528321
chr4	157997173	-	cg04006722
chr1	212873963	+	cg16410706
chr17	79077412	+	cg26764764
chr14	105584462	+	cg21543897
chr12	114014510	-	cg09440866
chr4	174429300	-	cg19788317
chr6	109139160	+	ch.6.2132867R
chr10	134184547	+	cg00266388
chr8	56321773	+	ch.8.1234861F
chr5	172484103	+	cg09026224
chr1	40234041	-	cg17748822
chr19	10403061	-	cg12953705
chr13	103453215	+	cg15193473
chr4	47915995	+	cg07992040
chr1	2343726	+	cg23668539
chr19	47354305	-	cg00388479
chr1	212003961	-	cg22109331
chr1	2126372	-	cg19915466
chr5	67730071	-	cg06433467
chr7	1370343	-	cg04212340
chr11	113258223	-	cg16405454
chr19	37341870	-	cg03100040
chr5	52095950	+	cg24074495
chr16	50879053	+	cg02704790
chr3	10290897	-	cg13151140
chr11	112096869	+	cg15594528
chr19	48180471	-	cg15781542
chr2	121104917	+	cg24009722
chr2	233323840	+	cg22199969
chr5	135696688	+	cg18513357
chr19	1642837	+	cg01595204
chr8	66542625	+	cg12927915
chr14	52326905	+	cg08001559
chr15	90455635	-	cg15096085
chr10	22540646	-	cg16992713
chr20	62588587	-	cg15028052
chr12	77272927	+	cg24007917
chr3	185763050	+	cg13742374
chr2	169104342	-	cg19282745
chr1	17287670	+	cg00714888
chr7	1531705	-	cg05730992
chr16	22223399	+	ch.16.692127F
chr1	155910523	+	cg25214914
chr2	208988967	-	cg25356886
chr7	137125473	+	cg13734282
chr3	195943345	+	cg19401111
chr1	154733492	-	cg18755616
chr11	65401703	+	cg05805236
chr12	108154917	+	cg15550141
chr2	129548007	-	cg05403347
chr7	1137659	+	cg26532930
chr17	65527566	+	cg27180671
chr8	38854376	-	cg10282371
chr22	42476080	+	cg20641580
chr11	50371681	+	cg27297120
chr5	119864497	-	cg12155028
chr12	51740258	+	cg27114026
chr17	79503292	+	cg13694281
chr1	113047945	+	cg04571584
chr2	210290621	-	cg22036003
chr16	57496664	+	cg21439450
chr17	37798877	-	cg13418839
chr8	2362927	-	cg24194124
chr12	129300720	-	cg17288256
chr7	142494564	-	cg22799656
chr7	924964	+	cg16982087
chr1	21376633	-	cg26561681
chr15	90772557	-	cg01869554
chr2	50570407	+	cg06707406
chr6	17282333	-	cg02685016
chr8	131369596	+	cg08447387
chr18	59712034	+	cg05732725
chr15	65024147	-	cg03791955
chr3	147129184	-	cg05095591
chr10	69372655	-	cg01249544
chr1	232649623	+	cg14781041
chrX	105067054	+	cg03559234
chr4	111758936	+	cg10142837
chr22	41075007	-	cg06264060
chr1	182370127	+	cg24484737
chr1	214638070	-	cg11753771
chr1	3310413	+	cg22388607
chr11	17374669	+	cg19909712
chr2	228513073	-	cg23323468
chr8	144965509	-	cg04169483
chr4	2798158	+	cg15869071
chr19	49956415	+	cg12173620
chr5	519684	-	cg02009040
chr16	88973245	+	cg07243576
chr4	76735041	-	cg05641884
chr1	24514220	+	cg13847963
chr12	132284089	+	cg25458340
chr17	54756052	+	cg05303057
chr17	20409125	-	cg03171651
chr18	9282670	+	cg05593726
chr18	60646614	+	cg13381110
chr16	30007965	+	cg02647545
chr20	32891100	-	cg22992591
chr10	78943634	-	cg07464125
chr8	48397680	+	cg10317162
chr2	239403003	-	cg03217587
chr10	94459447	-	cg12865381
chr6	19180718	+	cg18479249
chr6	28481660	-	cg06648156
chr3	81812214	-	cg05141432
chr12	95867808	+	cg17885031
chr6	46716616	+	cg06693578
chr6	29595653	-	cg06078334
chr7	100231278	+	cg04499151
chr16	27254785	-	cg02654449
chr12	54088972	+	cg09597070
chr19	4007595	-	cg20695368
chr12	56882693	-	cg22849059
chr20	57428473	+	cg25438683
chr15	65715356	+	cg18993701
chr7	593932	-	cg12254300
chr3	49067045	+	cg00572684
chr5	159846285	-	cg25596173
chr10	22292767	+	cg08672557
chr8	9008681	+	cg01092561
chr14	104800976	+	cg10264791
chr2	128458845	-	cg10927555
chr4	5894930	-	cg15448975
chr1	156024408	-	cg26941033
chr16	27270361	+	cg06364293
chr22	36960499	-	cg13270055
chr13	107148020	+	cg12674145
chrX	68724602	-	cg09146364
chr1	22979546	+	cg24931346
chr8	20375578	+	cg25459300
chr3	53857876	+	cg18807843
chr6	108880989	+	cg26019258
chr8	142235763	+	cg05073386
chr11	14996911	+	cg18374299
chr10	101181112	+	cg12626639
chr7	117854634	-	cg26931202
chr10	80535327	+	cg18436008
chr19	18111623	+	cg23526474
chr20	39319235	+	cg00965748
chr5	55374514	-	cg07145038
chr6	27114132	+	cg19740248
chr5	57878919	-	cg08445409
chr10	82402662	-	cg08975445
chr7	27225396	+	cg24988255
chr20	60634145	+	cg18309751
chr19	51727295	+	cg11122968
chr9	138661146	-	cg13872541
chr7	50774217	-	cg13879047
chr17	72920176	+	cg02667467
chr5	86708372	-	cg20779019
chr17	655784	+	cg09371576
chr3	10436496	+	cg15254736
chr16	89939448	+	cg01161216
chr8	37557348	-	cg03074188
chr12	114256772	-	cg23198644
chr1	182573453	-	cg24848602
chr11	64705980	+	cg24165086
chr8	6914838	+	cg04747619
chr16	14989859	-	cg07303805
chr8	143824558	+	cg00635382
chrX	51238781	-	cg10581449
chr7	155087199	+	cg00333919
chr6	43488729	-	cg02168034
chrX	49047791	-	cg00581583
chr13	95116571	-	cg24157814
chr1	936897	+	cg13468764
chr8	37007351	+	cg21114049
chr17	8114032	+	cg12844497
chrX	37208602	-	cg18273575
chr1	149223634	+	cg27546834
chr16	81529947	-	cg00896193
chr11	7041752	+	cg11838299
chr19	18902527	+	cg08177015
chr1	22109848	+	cg24465787
chr5	142784382	+	cg18849621
chr17	37782302	+	cg05897163
chr8	94753123	-	cg20976575
chr7	157506466	+	cg14260709
chr19	48897279	+	cg17106653
chr22	43582884	+	cg16123583
chr3	139037809	-	cg09007290
chr4	124273068	-	cg03441452
chr8	145638202	-	cg24625894
chr3	69004136	+	ch.3.69086826R
chr16	75550927	+	cg17621419
chr22	25575559	+	cg24173629
chr19	2328691	-	cg16209045
chr2	239140024	-	cg13957874
chr7	99102523	+	cg26819916
chr5	157076297	-	cg14503981
chr4	667564	-	cg23970089
chr16	20817608	-	cg08063194
chr16	11763141	+	cg01062691
chr13	27335360	+	cg21087108
chr19	15543806	+	cg00134028
chr19	50096791	-	cg15022387
chr8	116680127	-	cg12396523
chr20	50159160	-	cg23085343
chr3	119963802	-	cg25762753
chr12	49463725	+	cg00704012
chr15	25101646	+	cg27233338
chr6	32140799	-	cg24671153
chr2	63285365	+	cg05092308
chr2	74753759	+	cg06721411
chr20	42142417	+	cg22457903
chr8	145669602	+	cg04565464
chr8	104123140	+	cg15907480
chr22	36013307	+	cg02881369
chr19	15947388	+	cg02932691
chr22	46726517	+	cg21542574
chr11	133939064	-	cg24625128
chr4	187572960	+	cg08070200
chr12	13376594	-	cg10244594
chr7	150675516	+	cg15809694
chr6	31475943	-	cg13531176
chrX	48931782	-	cg15465809
chr19	13363864	+	cg07533824
chr11	2724144	+	cg06603309
chr6	1308391	-	cg17271056
chr3	128152075	+	cg25841608
chr10	88126853	+	cg01229798
chr1	242163388	+	cg14382888
chr2	121199631	-	cg07010075
chr13	45883505	+	cg23515330
chr3	12543311	-	cg18086475
chr2	239999421	+	cg17510564
chr12	658824	-	cg00449344
chr3	9851862	+	cg19091756
chr19	38893547	+	cg23970758
chr10	69835125	+	cg13848773
chr6	34101401	-	cg16739976
chr3	61572065	-	cg03581464
chr7	2434521	+	cg13956086
chr7	23571782	+	cg22875749
chr20	22514067	+	ch.20.22462067R
chr15	70574295	+	cg23102014
chr1	240370408	+	cg00212521
chr13	111277423	-	cg06258529
chr7	130131921	-	cg21629528
chr6	150039330	-	cg04369109
chr12	108151615	-	cg06196926
chr9	127602615	-	cg21222350
chr6	47254042	+	cg21727141
chr5	160974086	+	cg18643445
chr19	56002446	-	cg03342928
chr22	47058877	+	cg17580567
chrX	82763266	+	cg11718092
chr2	237342090	-	cg21621236
chr15	96869132	-	cg05108467
chrX	132161936	-	cg10531088
chr14	70233599	+	cg25112611
chr9	130312266	+	cg14409919
chr20	3190561	+	cg02894226
chr7	56516504	+	cg23975887
chr8	53326922	+	cg02504902
chr2	46715231	-	cg13910174
chr8	104310886	-	cg00487870
chrX	19905497	-	cg20020143
chr8	133824943	-	cg03212568
chr16	68270882	-	cg08886823
chr7	73818414	+	cg15760123
chr4	109933679	-	cg03421616
chr1	228113046	+	cg14041264
chr7	144533234	+	cg07612045
chr1	3401697	-	cg13901857
chr10	134053962	-	cg00355188
chr22	49141360	+	cg01775468
chr1	6198104	-	cg20993163
chr15	52043568	+	cg06732117
chrX	40597477	-	cg10622102
chr1	68237761	-	cg03991309
chr6	87460811	+	ch.6.87517530F
chr5	15385947	-	cg00105403
chr4	174445870	+	cg11444009
chr12	29650954	-	cg03037879
chr12	104850695	+	cg12411093
chr1	9375627	+	cg06779253
chr7	30951272	-	cg09676669
chr4	20701575	+	cg17637556
chr6	32189126	+	cg13096809
chr1	157668115	-	cg05956521
chr12	132269687	+	cg07292237
chr2	102175888	+	cg07653695
chr10	114492301	+	cg10600964
chr5	3603280	-	cg19082560
chr8	127822176	-	cg13394191
chr8	37619350	-	cg19149125
chr19	4724679	-	cg15404665
chr14	88934340	+	cg05349646
chr3	157813609	+	cg05091238
chr16	30553698	+	cg05676261
chr8	8090460	+	cg11595993
chr22	29664171	+	cg22605179
chr11	129685560	-	cg14924052
chr2	227509309	-	cg09897737
chr1	15763737	+	cg20432475
chr5	140165938	-	cg12456800
chr16	4357346	-	cg03076094
chr12	285704	-	cg26458557
chr11	45361886	+	cg13353957
chr11	46166409	+	cg17677848
chr10	94608258	+	cg06506078
chrX	40948142	+	cg05967389
chr22	16215828	+	cg13472645
chr8	6782601	-	cg16834356
chr12	97301114	-	cg15579093
chr2	95522896	+	cg23363202
chr3	66643528	+	cg24757926
chr2	220307207	+	cg03906033
chr8	52814681	-	cg04220930
chr21	46929959	-	cg27108388
chr3	184209105	+	cg18482112
chr11	98891781	-	cg13561477
chr8	35401742	-	cg04623440
chr7	103086474	-	cg25841539
chr3	44667010	-	cg26061510
chr7	127225937	+	cg23081781
chr2	84517742	-	cg07153098
chr1	3567719	+	cg10038618
chr1	6762257	-	cg20668607
chr17	40465546	-	cg07780782
chr6	28891064	+	cg19494464
chr4	10459128	+	cg10334767
chr1	46152002	-	cg03295098
chr11	118271956	-	cg24306751
chr1	244466428	+	cg09828411
chr16	2478353	-	cg00591660
chr12	8126685	-	cg19568722
chr1	1603934	+	cg09330116
chr1	6307676	-	cg05790960
chr16	52681474	+	cg03955530
chr1	2002722	-	cg15115072
chr1	41704561	-	cg15962197
chr12	76334365	+	ch.12.74620632F
chr6	22220730	-	cg18087834
chr8	145533149	-	cg26904198
chr14	104184575	-	cg00690554
chr2	74685531	+	cg05591758
chr14	106134542	-	cg20908276
chr10	102495660	-	cg24587744
chr7	1105973	+	cg02665727
chr1	207069654	+	cg11076275
chr13	27712255	-	cg01019355
chr19	814645	-	cg21690064
chr22	50749598	+	cg06639496
chr1	27816300	-	cg16397480
chr11	28546590	-	cg06893853
chr19	36246816	+	cg23867647
chr15	88689787	-	cg10251550
chr10	102810101	+	cg20296461
chr3	133103339	-	cg04411342
chr4	2627057	-	cg05949640
chr20	23618481	-	cg05824225
chr11	118186701	-	cg11570791
chr13	109352806	-	cg24702069
chr12	53845690	+	cg05768669
chr4	10782863	+	cg25036886
chr19	35396668	-	cg11599207
chr3	98241654	+	cg20966439
chr3	41266897	+	cg03532626
chr8	16801778	+	cg06113303
chr7	27168688	-	cg03982801
chr10	122795038	-	cg26041882
chr2	175189039	-	cg00130528
chr21	26934455	-	cg23433889
chrX	11310708	+	cg05975021
chr12	8756853	+	cg00245465
chr11	133800241	+	cg14051353
chr5	231809	-	cg04481584
chr7	6865965	+	cg00981552
chr5	7869652	-	cg00214165
chr19	42219138	-	cg26257634
chr1	82268281	-	cg20863963
chr2	74803718	-	cg01656789
chr19	51874939	+	cg19564512
chr22	37495019	-	cg18617091
chr4	7394790	-	cg10444491
chr17	6917185	+	cg14897188
chr1	206863604	+	cg26812585
chr7	130127809	+	cg15381410
chr5	67510756	+	cg24041721
chrX	25030703	-	cg16954455
chr5	75973495	+	ch.5.1433452R
chr3	134093551	+	cg00169633
chr10	48429291	-	cg12036559
chr6	3027796	-	cg19261864
chr8	92647788	-	cg06902828
chr15	35046760	+	cg21053529
chr1	206687071	-	cg22356428
chr13	50123645	-	cg17099306
chr14	21458497	+	cg06849428
chr16	55732070	-	cg02471751
chrX	152666217	+	cg09125286
chr17	78904485	-	cg18612040
chr5	8090063	-	cg19925178
chr22	42373373	+	cg19959055
chr20	43343736	-	cg04193901
chr5	67512108	+	cg23036683
chr1	43824609	-	cg23995744
chr12	109125404	+	cg01858229
chr18	5630428	+	cg04684656
chr5	5139610	+	cg07834743
chr12	57488112	+	cg07134316
chr16	29229107	-	cg00597602
chr1	153479701	-	cg15998505
chr6	33085031	-	cg25917621
chr12	38710953	-	cg23091167
chr18	77441810	+	cg24998981
chr14	38725312	-	cg08139247
chr17	75315868	+	cg04452095
chr14	77942315	+	cg05219829
chr2	12862337	+	cg06200244
chr4	120133607	+	cg27622633
chr4	118005533	-	cg17358127
chr4	76807543	+	cg17445155
chr2	101179170	-	cg17596921
chr3	193587490	-	cg21197336
chr3	179041488	-	cg22228387
chr2	112940409	+	cg01154505
chr2	42001767	+	cg13226861
chr4	68567069	-	cg10592336
chr1	234745804	+	cg26917462
chr19	3096512	+	cg03038418
chr1	87597574	+	cg20390741
chr1	160990978	+	cg00296079
chr20	2308988	-	cg20117447
chr10	63826774	+	cg22885526
chr11	64049534	+	cg06008299
chr11	100692757	+	cg04470984
chr5	180527697	+	cg10617909
chr22	31202478	-	cg11549874
chr8	627358	+	cg12992745
chr6	32131056	-	cg14226867
chr1	46269120	-	cg18577128
chr20	61867533	+	cg17237881
chr22	30685756	+	cg15272908
chr3	187721145	+	cg09727436
chr21	40145361	-	cg11798406
chr17	72920232	-	cg11035195
chr16	72993866	+	cg08813197
chr3	193656618	-	cg04839975
chr18	12948330	-	cg07891619
chr10	133913355	+	cg17828218
chr9	126716056	+	cg13650535
chr19	16771949	-	cg02817839
chrX	110924347	+	cg25834869
chr11	27528465	-	cg13629345
chr8	146035877	-	cg02515043
chr10	120070743	-	cg18286127
chr3	134205717	+	cg25114075
chr11	67222784	+	cg08951891
chr1	2214240	+	cg00390654
chr16	4234213	+	cg07752134
chrX	15804193	+	cg12061099
chr1	17338059	+	cg13115616
chr4	38869552	+	cg08055924
chr4	1995036	-	cg01425021
chr8	49985021	+	cg12137156
chr11	1471939	+	cg16022876
chr22	20718691	+	cg00148558
chr6	32936540	-	cg01393792
chr20	49126618	-	cg19343224
chr11	6542019	-	cg23834427
chr5	141017257	+	cg19549288
chr11	63537378	-	cg04986616
chr1	87019145	-	cg26310643
chr6	33679163	-	cg25976016
chr5	141017269	+	cg17940889
chr1	86970291	-	cg20810195
chr1	172413492	+	cg02288969
chr14	75592666	+	cg23033748
chr1	1292638	+	cg22691336
chr8	11561531	+	cg02726121
chr2	241569709	-	cg14109579
chr12	51664655	-	cg04752565
chr2	112808038	-	cg25890678
chr6	29714059	-	cg17441804
chr12	127101141	-	cg07820332
chr10	131361177	+	cg15381609
chr7	66785137	+	cg12551908
chr12	6155761	+	cg03568957
chr10	102802857	+	cg17829816
chr10	51844517	-	cg03929077
chr10	122942756	+	cg08853285
chr7	13057352	+	cg25422226
chr1	1072370	-	cg19925558
chr7	158302036	-	cg19363471
chr7	4300845	+	cg18331909
chr16	86785970	+	cg09223489
chr13	26477773	+	cg05510976
chr1	196923877	+	cg09753006
chr15	27110029	-	cg20665736
chr17	8079506	+	cg14210275
chr19	39227758	+	cg14671004
chr11	66313538	-	cg06796806
chr1	193222046	+	cg12617598
chr19	44417025	-	cg14251936
chr8	12869602	+	cg16883935
chr16	3115552	+	cg18350391
chr8	30891486	-	cg08843001
chr2	86114036	+	cg09113070
chr3	51938430	-	cg16660041
chr5	134872957	+	cg08285915
chr17	45285328	-	cg17233517
chr14	69381541	+	cg04252710
chr11	47753826	+	cg14906763
chr7	77126994	+	cg02166725
chrX	146354961	-	cg05883757
chr17	26474638	-	cg23093333
chr21	43431529	+	cg11579999
chr5	126372834	+	cg02554535
chr11	110167871	+	cg15825059
chr7	3074533	-	cg13003513
chr14	75447888	+	cg04216858
chr4	14361291	+	cg05036183
chr5	140743808	+	cg17451176
chr2	234745500	-	cg08010337
chr12	133369529	+	cg12328582
chr5	94887809	-	cg23371889
chr6	31804109	-	cg20109054
chr13	36924539	-	cg04610375
chr11	33758121	+	cg23254918
chr4	170924904	+	cg05058040
chr6	133932895	+	cg13608414
chr1	87797316	-	cg26680238
chr6	33289280	+	cg11245145
chr19	48894926	+	cg25633119
chr3	184348804	+	cg10914710
chr7	2595326	+	cg24883709
